,id,region,regulated_dam,primary_purpose,primary_type,height,length,volume,surface,drainage,spillway,inspection_frequency,distance_to_nearest_city,hazard,assessment,probability_of_failure,dam_repair_loss,damage_loss,business_interruption_loss,age,modification_count,years_from_modification,years_from_inspection,years_from_assessment
19272,SOAD06922,Navaldia,Yes,Flood Risk Reduction,Earth,19.488,0.821,187924.0,,,,0.0,,Low,Not Rated,0.1201,42.6,10.5,,68.0,0,68.0,12.0,11.0
19273,SOAD11752,Navaldia,Yes,Flood Risk Reduction,Earth,29.241,0.307,192800.0,0.20291,77.23541,Uncontrolled,0.2,6.5,High,Fair,0.0725,6.2,214.5,,66.0,0,66.0,3.0,2.0
19274,SOAD20451,Flumevale,Yes,Other,Earth,34.346,0.383,499500.0,1.16624,21.30632,,1.0,12.76,High,Satisfactory,0.0859,543.8,392.6,,76.0,0,76.0,3.0,8.0
19275,SOAD18271,Lyndrassia,Yes,Tailings,Rockfill,52.854,0.46,2250000.0,0.68556,5.32658,Uncontrolled,0.5,50.6,High,Satisfactory,0.0841,477.2,48.7,,45.0,0,45.0,4.0,18.0
19276,SOAD14485,Navaldia,Yes,Flood Risk Reduction,Earth,18.308,0.567,139510.0,0.15366,87.88857,Uncontrolled,0.2,,High,Not Rated,0.077,37.7,834.3,,52.0,0,52.0,2.0,2.0
19277,SOAD18426,Flumevale,Yes,Irrigation,Earth,16.033,0.565,75000.0,1.64298,,Uncontrolled,1.0,3.19,High,Satisfactory,0.112,365.9,791.2,19.3,81.0,0,81.0,3.0,3.0
19278,SOAD00246,Navaldia,Yes,Flood Risk Reduction,Earth,13.064,0.633,110623.0,2.19852,61.25567,Uncontrolled,0.2,,High,Not Rated,0.0854,709.5,906.9,,68.0,1,41.0,3.0,2.0
19279,SOAD11962,Flumevale,Yes,Irrigation,Earth,3.754,0.75,15000.0,1.69617,29.29619,Uncontrolled,1.0,0.0,High,Satisfactory,0.0758,54.2,633.6,4.4,121.0,0,121.0,3.0,3.0
19280,SOAD03230,Navaldia,Yes,Flood Risk Reduction,Earth,12.223,1.264,,0.3349,45.27593,Uncontrolled,0.2,,High,Fair,0.0929,185.9,636.0,,38.0,0,38.0,4.0,9.0
19281,SOAD06087,Flumevale,Yes,Hydroelectric,Rockfill,29.469,0.134,,1.44007,37.28606,Uncontrolled,1.0,29.48,High,Satisfactory,0.0917,298.1,258.4,52.0,134.0,0,134.0,3.0,2.0
19282,SOAD10346,Navaldia,Yes,Flood Risk Reduction,Earth,15.791,0.851,,0.67374,63.91896,Uncontrolled,0.2,,Significant,Satisfactory,0.0875,334.9,463.3,,67.0,0,67.0,4.0,3.0
19283,SOAD12703,Flumevale,Yes,Water Supply,Earth,46.902,0.4,1762875.0,1.01258,10.65316,,1.0,0.47,High,Fair,0.1091,661.1,852.0,13.9,96.0,0,96.0,3.0,8.0
19284,SOAD01766,Flumevale,No,Irrigation,Concrete,17.995,0.251,260000.0,8.28779,21588.62874,Controlled,0.16666666666666666,3.15,Low,Not Available,0.0863,744.1,493.4,17.2,62.0,0,62.0,25.0,62.0
19285,SOAD00095,Navaldia,Yes,Flood Risk Reduction,Earth,29.124,0.423,226019.0,0.12214,29.29619,Uncontrolled,0.2,0.0,High,Fair,0.0908,6.7,905.1,,31.0,0,31.0,5.0,4.0
19286,SOAD00238,Navaldia,Yes,Flood Risk Reduction,Earth,15.869,1.061,,0.29747,55.92909,Uncontrolled,0.0,,Low,Not Rated,0.0632,305.9,20.5,,32.0,0,32.0,32.0,11.0
19287,SOAD06377,Navaldia,Yes,Flood Risk Reduction,Earth,9.728,1.34,254100.0,0.46492,125.17463,Uncontrolled,0.5,8.16,High,Unsatisfactory,0.1431,311.9,439.2,,62.0,0,62.0,2.0,3.0
19288,SOAD18393,Navaldia,Yes,Flood Risk Reduction,Earth,16.244,0.633,240980.0,0.42749,77.23541,Uncontrolled,0.2,,High,Not Rated,0.0915,691.6,802.8,,57.0,0,57.0,2.0,4.0
19289,SOAD18708,Navaldia,Yes,Other,Earth,5.353,0.157,,6.65466,21.30632,,0.5,,Significant,Satisfactory,0.1274,762.8,412.5,,48.0,0,48.0,4.0,48.0
19290,SOAD12239,Navaldia,Yes,Flood Risk Reduction,Earth,9.034,0.893,,0.43734,106.5316,,0.0,,Low,Not Rated,0.1029,463.5,21.8,,,0,,,11.0
19291,SOAD11872,Navaldia,Yes,Flood Risk Reduction,Earth,8.777,0.512,126510.0,0.5811499999999999,61.25567,,0.0,,Low,Not Rated,0.116,517.2,6.5,,64.0,0,64.0,64.0,11.0
19292,SOAD03737,Navaldia,Yes,,Earth,13.339,1.247,6775990.0,,,Uncontrolled,0.2,,High,Fair,0.0821,37.8,937.4,,15.0,0,15.0,3.0,2.0
19293,SOAD14257,Navaldia,Yes,Irrigation,Earth,5.425,7.615,,3.06729,5.32658,,0.0,,Low,Not Rated,0.1018,779.9,11.1,25.5,91.0,0,91.0,35.0,11.0
19294,SOAD18651,Navaldia,Yes,Flood Risk Reduction,Earth,21.337,0.75,,0.06107,23.96961,Uncontrolled,0.2,3.33,High,Satisfactory,0.0723,15.0,473.1,,68.0,0,68.0,3.0,2.0
19295,SOAD20074,Navaldia,Yes,Flood Risk Reduction,Earth,16.756,0.473,165209.0,0.17336,58.59238,Uncontrolled,0.2,8.85,High,Fair,0.0872,42.3,397.6,,66.0,0,66.0,7.0,6.0
19296,SOAD09909,Lyndrassia,Yes,Water Supply,Earth,15.111,0.45,250000.0,1.5366,29.29619,Uncontrolled,0.5,1.66,High,Satisfactory,0.0693,530.2,666.3,4.8,55.0,1,38.0,4.0,18.0
19297,SOAD16911,Lyndrassia,No,Tailings,Rockfill,37.996,,,0.64813,3779.20851,,0.0,3.12,High,Not Rated,0.1418,536.9,862.2,,50.0,0,50.0,46.0,50.0
19298,SOAD15270,Navaldia,Yes,Recreation,Earth,12.018,0.267,,1.28641,122.51134,,1.0,,High,Fair,0.1259,713.1,668.1,4.1,54.0,0,54.0,5.0,54.0
19299,SOAD19388,Navaldia,Yes,Irrigation,Earth,19.453,0.313,,,,,0.0,,Low,Not Rated,0.0857,39.2,11.9,9.2,77.0,0,77.0,43.0,11.0
19300,SOAD10683,Navaldia,Yes,Flood Risk Reduction,Earth,13.167,0.6,94170.0,1.04607,53.2658,Uncontrolled,0.0,,Low,Not Rated,0.0962,597.3,5.4,,53.0,0,53.0,53.0,11.0
19301,SOAD12920,Flumevale,Yes,Water Supply,Earth,34.881,0.133,194000.0,0.45113,42.61264,Uncontrolled,1.0,7.9,High,Satisfactory,0.0819,681.9,272.0,21.7,25.0,0,25.0,3.0,3.0
19302,SOAD09746,Navaldia,Yes,Flood Risk Reduction,Earth,17.051,1.433,424000.0,0.34869,90.55186,,0.2,,High,Fair,0.098,128.4,822.4,,54.0,0,54.0,7.0,6.0
19303,SOAD09417,Navaldia,Yes,Other,Earth,4.57,4.5,,,,,0.0,,Low,Not Rated,0.0791,26.1,10.5,,63.0,0,63.0,43.0,11.0
19304,SOAD09385,Navaldia,Yes,Flood Risk Reduction,Earth,10.83,1.283,171460.0,0.47674,71.90883,Uncontrolled,0.2,21.95,High,Fair,0.0982,425.4,272.0,,63.0,0,63.0,3.0,3.0
19305,SOAD13399,Navaldia,Yes,Flood Risk Reduction,Earth,15.794,0.717,153450.0,0.3703599999999999,45.27593,Uncontrolled,0.0,,Low,Fair,0.0874,251.6,9.0,,48.0,0,48.0,6.0,5.0
19306,SOAD17252,Flumevale,Yes,Irrigation,Arch,21.569,0.129,,2.56691,2615.35078,Uncontrolled,1.0,31.01,High,Satisfactory,0.102,604.4,195.1,8.7,122.0,3,22.0,3.0,3.0
19307,SOAD07184,Navaldia,Yes,Flood Risk Reduction,Earth,26.633,0.304,201840.0,0.19897,87.88857,Uncontrolled,0.0,14.71,High,Not Rated,0.1093,37.5,118.5,,45.0,0,45.0,2.0,2.0
19308,SOAD07428,Navaldia,Yes,Flood Risk Reduction,Earth,14.526,1.133,236160.0,0.3585399999999999,47.93922,,0.0,,Low,Not Rated,0.0834,522.4,18.2,,61.0,0,61.0,61.0,11.0
19309,SOAD08906,Navaldia,Yes,Irrigation,Earth,14.97,0.285,,1.2411,23.96961,Uncontrolled,0.2,,High,Not Rated,0.0561,713.5,657.7,10.1,56.0,0,56.0,2.0,2.0
19310,SOAD10353,Flumevale,Yes,Water Supply,Earth,41.508,0.583,1376200.0,1.19776,26.6329,,1.0,1.64,High,Satisfactory,0.1077,203.2,131.1,70.5,49.0,0,49.0,3.0,8.0
19311,SOAD04350,Navaldia,Yes,Flood Risk Reduction,Earth,14.119,0.665,,0.23443,,Uncontrolled,0.0,,Low,Not Rated,0.0909,36.3,21.1,,71.0,0,71.0,45.0,11.0
19312,SOAD09134,Navaldia,Yes,Recreation,Earth,8.063,0.113,,2.16897,77.23541,,1.0,,High,Fair,0.1042,405.2,709.6,6.8,66.0,1,19.0,4.0,66.0
19313,SOAD03862,Navaldia,Yes,Flood Risk Reduction,Earth,26.703,0.493,269310.0,,95.87844,Uncontrolled,0.0,24.14,Low,Not Rated,0.0823,18.2,324.1,,58.0,0,58.0,58.0,11.0
19314,SOAD01318,Navaldia,Yes,Flood Risk Reduction,Earth,25.231,2.28,,0.2167,245.02268,Uncontrolled,0.2,3.25,High,Satisfactory,0.0515,11.7,723.9,,39.0,0,39.0,5.0,5.0
19315,SOAD13642,Flumevale,Yes,Water Supply,Earth,23.561,0.207,165000.0,1.75921,29.29619,,1.0,0.16,High,Satisfactory,0.0992,643.5,657.8,55.7,58.0,0,58.0,3.0,8.0
19316,SOAD01742,Navaldia,Yes,Flood Risk Reduction,Earth,10.372,0.767,123140.0,0.3742999999999999,45.27593,,0.0,,Low,Not Rated,0.0666,435.7,18.7,,59.0,0,59.0,59.0,11.0
19317,SOAD06523,Navaldia,Yes,Flood Risk Reduction,Earth,11.443,1.637,183508.0,0.58706,45.27593,,0.2,,High,Fair,0.0786,594.4,840.6,,66.0,0,66.0,5.0,4.0
19318,SOAD18903,Navaldia,Yes,Recreation,Earth,11.968,0.253,,1.16624,5659.49125,Uncontrolled,0.2,,High,Fair,0.0707,401.0,758.0,8.3,85.0,1,46.0,3.0,2.0
19319,SOAD06736,Navaldia,Yes,Flood Risk Reduction,Earth,18.194,0.663,232454.0,0.31717,90.55186,Uncontrolled,0.2,,High,Fair,0.0854,176.0,651.4,,52.0,0,52.0,6.0,6.0
19320,SOAD10563,Flumevale,Yes,Hydroelectric,Concrete,39.921,0.169,,1.30808,10402.81074,Controlled,0.3333333333333333,23.49,Low,Satisfactory,0.0681,257.3,188.2,71.6,105.0,0,105.0,6.0,2.0
19321,SOAD19111,Flumevale,Yes,Hydroelectric,Concrete,40.577,0.126,,0.51614,13851.77129,Controlled,1.0,11.21,Significant,Satisfactory,0.1009,287.7,439.9,88.3,76.0,0,76.0,3.0,2.0
19322,SOAD19038,Navaldia,Yes,Flood Risk Reduction,Earth,11.257,1.326,116350.0,,,,0.0,,Low,Not Rated,0.0591,46.5,23.3,,61.0,0,61.0,61.0,11.0
19323,SOAD12976,Flumevale,Yes,Flood Risk Reduction,Earth,19.853,0.513,435000.0,2.75997,386.17705,,1.0,3.94,High,Satisfactory,0.0799,27.7,402.5,,62.0,0,62.0,3.0,8.0
19324,SOAD03199,Navaldia,Yes,Flood Risk Reduction,Earth,10.363,1.443,140900.0,0.52205,66.58225,,0.0,,Low,Not Rated,0.0581,705.6,6.9,,66.0,0,66.0,12.0,11.0
19325,SOAD05150,Navaldia,Yes,Flood Risk Reduction,Earth,15.818,0.533,,0.21867,82.56199,,1.0,,High,Fair,0.1194,46.9,583.1,,49.0,0,49.0,5.0,49.0
19326,SOAD09633,Navaldia,Yes,Flood Risk Reduction,Earth,14.778,2.867,390460.0,,,Uncontrolled,0.2,9.28,High,Fair,0.0787,47.5,351.3,,62.0,0,62.0,7.0,6.0
19327,SOAD03600,Flumevale,Yes,Other,Earth,23.888,0.217,590922.0,1.62525,66.58225,,1.0,2.93,High,Satisfactory,0.1047,353.5,243.9,,74.0,0,74.0,3.0,8.0
19328,SOAD17560,Navaldia,Yes,Flood Risk Reduction,Earth,22.721,0.6,236400.0,0.34475,66.58225,Uncontrolled,0.2,8.11,High,Fair,0.0908,690.4,393.1,,66.0,0,66.0,3.0,2.0
19329,SOAD15012,Lyndrassia,Yes,Irrigation,Earth,9.648,0.13,,0.92393,45.27593,,0.0,95.03,Low,,0.1123,297.5,223.8,30.5,105.0,0,105.0,105.0,105.0
19330,SOAD02731,Flumevale,Yes,Water Supply,Earth,10.412,1.067,,1.45583,,,1.0,15.21,High,Satisfactory,0.0818,42.0,463.1,48.1,113.0,0,113.0,3.0,8.0
19331,SOAD15426,Flumevale,Yes,Irrigation,Earth,9.581,0.153,32607.0,2.167,7.98987,Uncontrolled,0.16666666666666666,17.88,Low,Not Rated,0.0887,179.0,99.0,44.4,54.0,0,54.0,9.0,54.0
19332,SOAD10064,Lyndrassia,No,Fish and Wildlife Pond,Earth,6.542,0.127,,2.02319,15.97974,Uncontrolled,0.2,,Low,Poor,0.0686,677.6,23.1,,87.0,0,87.0,5.0,5.0
19333,SOAD19658,Navaldia,Yes,Flood Risk Reduction,Earth,12.62,1.272,,0.3703599999999999,109.19489,Uncontrolled,0.0,7.66,Low,Not Rated,0.1089,33.4,377.8,,63.0,0,63.0,20.0,11.0
19334,SOAD01768,Flumevale,Yes,Irrigation,Earth,14.674,1.75,,1.44007,,Uncontrolled,0.5,7.72,Significant,Satisfactory,0.1457,401.5,127.5,9.6,144.0,1,98.0,3.0,3.0
19335,SOAD01481,Navaldia,Yes,Recreation,Earth,10.059,0.595,,2.37582,98.54173,Uncontrolled,0.2,,Significant,Fair,0.1074,76.1,212.0,4.7,103.0,3,7.0,6.0,8.0
19336,SOAD03275,Flumevale,Yes,Irrigation,Earth,8.035,4.267,,5.1417,103.86831,,0.16666666666666666,27.87,Low,Satisfactory,0.0334,613.6,362.5,5.3,108.0,0,108.0,13.0,12.0
19337,SOAD09852,Navaldia,Yes,Flood Risk Reduction,Earth,13.789,2.63,245900.0,0.38415,39.94935,Uncontrolled,0.2,,High,Not Rated,0.0918,84.8,933.3,,56.0,0,56.0,8.0,3.0
19338,SOAD18503,Flumevale,Yes,Irrigation,Earth,14.647,0.8,84479.0,1.42234,,Uncontrolled,0.5,6.39,Significant,Satisfactory,0.1231,618.3,158.0,40.1,144.0,1,26.0,3.0,3.0
19339,SOAD09725,Navaldia,Yes,Irrigation,Earth,7.682,0.47,,2.22019,7.98987,Uncontrolled,0.2,,High,Fair,0.0901,432.7,537.9,21.9,73.0,1,40.0,4.0,3.0
19340,SOAD14964,Navaldia,Yes,Flood Risk Reduction,Earth,11.675,1.367,151020.0,0.28368,122.51134,,0.0,,Low,Not Rated,0.0808,647.8,13.8,,55.0,0,55.0,12.0,11.0
19341,SOAD01059,Lyndrassia,Yes,Recreation,Earth,17.833,0.333,,0.79194,13.31645,Uncontrolled,0.5,10.1,High,Satisfactory,0.1068,499.9,464.8,8.9,42.0,1,42.0,4.0,18.0
19342,SOAD02246,Flumevale,Yes,Irrigation,Earth,24.031,0.953,,2.15518,21.30632,Uncontrolled,1.0,1.56,High,Satisfactory,0.106,695.4,929.4,20.2,115.0,0,115.0,3.0,3.0
19343,SOAD00094,Navaldia,Yes,Water Supply,Earth,36.303,0.3,,0.79785,71.90883,Controlled,1.0,,High,Poor,0.1262,376.5,585.7,34.3,93.0,0,93.0,4.0,93.0
19344,SOAD03978,Navaldia,Yes,Flood Risk Reduction,Earth,21.428,0.613,473040.0,0.40582,85.22528,Uncontrolled,0.2,8.37,High,Fair,0.0888,465.6,217.3,,42.0,0,42.0,4.0,3.0
19345,SOAD10666,Navaldia,Yes,Flood Risk Reduction,Earth,11.813,1.14,137560.0,0.3624799999999999,42.61264,,0.0,,Low,Not Rated,0.1059,422.4,22.1,,66.0,0,66.0,66.0,11.0
19346,SOAD18577,Flumevale,Yes,Hydroelectric,Rockfill,4.273,0.033,,1.4972,34.62277,Uncontrolled,0.3333333333333333,30.02,Low,Satisfactory,0.0646,358.8,187.9,63.7,,0,,3.0,2.0
19347,SOAD02574,Flumevale,Yes,Irrigation,Earth,14.587,0.704,,3.48887,63.91896,Controlled,0.5,8.25,Significant,Fair,0.1367,880.5,466.4,29.6,122.0,0,122.0,4.0,4.0
19348,SOAD20502,Navaldia,Yes,Flood Risk Reduction,Earth,21.188,0.329,197569.0,0.16351,39.94935,Uncontrolled,0.2,2.51,High,Satisfactory,0.0804,32.4,862.2,,34.0,0,34.0,5.0,4.0
19349,SOAD14398,Lyndrassia,Yes,Recreation,Earth,18.51,0.217,270000.0,1.23519,55.92909,Uncontrolled,0.3333333333333333,0.0,High,Satisfactory,0.0888,578.1,280.1,8.0,46.0,1,35.0,3.0,18.0
19350,SOAD11508,Navaldia,Yes,Flood Risk Reduction,Earth,15.948,1.8,383720.0,2.88999,85.22528,Uncontrolled,0.0,4.79,High,Not Rated,0.1397,852.1,747.7,,61.0,0,61.0,7.0,2.0
19351,SOAD00020,Navaldia,Yes,Water Supply,Earth,7.537,0.28,,1.97985,7.98987,,1.0,,High,Poor,0.1015,156.0,500.1,28.2,86.0,1,17.0,5.0,86.0
19352,SOAD06307,Flumevale,Yes,Water Supply,Earth,27.895,0.628,57938.0,1.2411,29.29619,Uncontrolled,1.0,1.66,High,Fair,0.0942,473.5,797.6,46.9,122.0,1,22.0,3.0,3.0
19353,SOAD14898,Navaldia,Yes,Other,Earth,19.511,0.667,,0.9259,39.94935,,1.0,,High,Fair,0.0968,161.9,763.9,,54.0,1,14.0,5.0,54.0
19354,SOAD12578,Flumevale,Yes,Hydroelectric,Rockfill,7.588,0.055,,1.48341,34.62277,Uncontrolled,0.3333333333333333,29.93,Low,Satisfactory,0.075,427.3,460.2,55.0,,0,,3.0,2.0
19355,SOAD19745,Flumevale,Yes,Irrigation,Earth,12.567,1.002,,2.00152,21.30632,Uncontrolled,1.0,3.12,High,Fair,0.1182,492.4,919.7,26.9,60.0,0,60.0,3.0,3.0
19356,SOAD09270,Lyndrassia,Yes,Tailings,Earth,72.801,0.5,1600000.0,0.58312,7.98987,Uncontrolled,0.5,9.25,High,Satisfactory,0.0688,713.6,114.8,,55.0,1,25.0,3.0,18.0
19357,SOAD19634,Flumevale,Yes,Other,Roller-Compacted Concrete,43.452,0.192,25200.0,1.04804,450.09601,,1.0,7.37,High,Satisfactory,0.0761,45.0,156.7,,101.0,0,101.0,3.0,8.0
19358,SOAD08068,Navaldia,Yes,Flood Risk Reduction,Earth,20.296,0.637,323430.0,0.2501899999999999,42.61264,Uncontrolled,0.2,8.16,High,Satisfactory,0.0431,87.0,280.2,,54.0,0,54.0,5.0,4.0
19359,SOAD13918,Navaldia,Yes,Flood Risk Reduction,Concrete,16.022,7.133,,,921.49834,,0.0,,Low,Not Rated,0.0841,8.1,21.6,,30.0,0,30.0,14.0,9.0
19360,SOAD02600,Navaldia,Yes,Water Supply,Earth,10.886,0.56,,1.46765,410.14666,Uncontrolled,0.5,0.16,High,Poor,0.1166,299.4,794.7,41.3,125.0,2,30.0,2.0,5.0
19361,SOAD19005,Navaldia,Yes,Irrigation,Earth,15.527,0.3,,,,Uncontrolled,0.0,,Low,Not Rated,0.1073,40.0,23.2,42.5,66.0,0,66.0,42.0,11.0
19362,SOAD18868,Flumevale,Yes,Irrigation,Earth,17.38,0.329,117563.0,1.69026,101.20502,Uncontrolled,0.5,30.06,Significant,Fair,0.1331,607.6,165.6,42.8,112.0,2,26.0,3.0,3.0
19363,SOAD01355,Navaldia,Yes,Flood Risk Reduction,Earth,13.832,0.878,244110.0,0.77421,69.24554,Uncontrolled,0.0,,Low,Not Rated,0.1093,533.6,9.7,,53.0,1,15.0,15.0,10.0
19364,SOAD16431,Navaldia,Yes,Irrigation,Earth,3.237,6.667,,4.97031,66.58225,,0.0,8.13,Low,Not Rated,0.0868,904.8,105.0,23.7,111.0,0,111.0,35.0,11.0
19365,SOAD13822,Lyndrassia,No,Hydroelectric,Roller-Compacted Concrete,45.249,2.25,,0.44128,7.98987,Uncontrolled,1.0,10.01,High,Satisfactory,0.0991,247.1,180.5,72.1,62.0,0,62.0,3.0,2.0
19366,SOAD18502,Navaldia,Yes,,Earth,9.526,0.5,100000.0,2.2458,279.64545,Uncontrolled,0.2,4.2,Significant,Satisfactory,0.1032,84.8,675.2,,10.0,0,10.0,7.0,6.0
19367,SOAD05063,Flumevale,Yes,Recreation,Earth,7.233,1.333,,5.40765,7.98987,Uncontrolled,0.5,16.56,Significant,Fair,0.1259,504.7,448.9,8.5,97.0,1,38.0,4.0,4.0
19368,SOAD08794,Flumevale,Yes,Irrigation,Earth,9.513,0.653,36873.0,1.48538,,Uncontrolled,0.5,4.86,Significant,Satisfactory,0.1216,613.2,370.9,1.0,122.0,1,22.0,4.0,4.0
19369,SOAD10971,Lyndrassia,Yes,Flood Risk Reduction,Earth,24.29,0.533,280574.0,0.32308,47.93922,Uncontrolled,0.3333333333333333,44.1,High,Satisfactory,0.0853,529.0,214.8,,50.0,0,50.0,2.0,18.0
19370,SOAD16537,Flumevale,Yes,Hydroelectric,Concrete,42.495,0.189,,0.95545,12504.14655,Controlled,1.0,6.6,High,Satisfactory,0.0808,507.0,246.1,83.0,75.0,0,75.0,3.0,2.0
19371,SOAD09639,Navaldia,Yes,Flood Risk Reduction,Earth,17.904,1.125,168590.0,0.23443,82.56199,,0.0,,Low,Not Rated,0.0597,19.4,10.7,,62.0,0,62.0,62.0,11.0
19372,SOAD16356,Navaldia,Yes,Recreation,Earth,4.664,0.036,,2.1276,53.2658,,1.0,,High,Poor,0.1314,286.6,719.7,3.0,149.0,0,149.0,4.0,149.0
19373,SOAD05648,Lyndrassia,Yes,Recreation,Earth,25.283,0.4,800000.0,1.83998,13.31645,Uncontrolled,0.5,1.53,High,Satisfactory,0.0961,686.5,475.1,5.2,52.0,0,52.0,3.0,18.0
19374,SOAD16153,Lyndrassia,Yes,Recreation,Earth,22.824,0.367,320000.0,1.43416,34.62277,Uncontrolled,0.5,0.0,High,Satisfactory,0.106,68.0,880.0,7.1,60.0,1,38.0,3.0,18.0
19375,SOAD18361,Flumevale,Yes,Irrigation,Earth,11.755,0.633,,2.35612,34.62277,Uncontrolled,1.0,20.03,High,Satisfactory,0.0911,559.0,274.1,18.3,70.0,2,35.0,3.0,3.0
19376,SOAD13067,Navaldia,Yes,Flood Risk Reduction,Earth,14.925,0.427,,0.4826499999999999,63.91896,Uncontrolled,0.0,,Low,Not Rated,0.1166,238.0,10.1,,73.0,0,73.0,19.0,11.0
19377,SOAD03534,Navaldia,Yes,Flood Risk Reduction,Earth,17.743,0.577,328180.0,0.31914,106.5316,Uncontrolled,0.2,,Significant,Fair,0.109,50.9,405.6,,50.0,0,50.0,4.0,4.0
19378,SOAD20368,Flumevale,Yes,Water Supply,Earth,56.639,0.297,1339500.0,0.68556,79.89869999999999,,1.0,4.47,High,Satisfactory,0.0851,537.4,952.9,66.7,79.0,0,79.0,4.0,8.0
19379,SOAD05666,Navaldia,Yes,,Earth,16.79,1.237,,0.24428,37.28606,Uncontrolled,0.25,3.75,High,Poor,0.0856,252.7,651.9,,,0,,5.0,5.0
19380,SOAD08074,Lyndrassia,Yes,Water Supply,Gravity,17.136,0.233,20000.0,2.43098,276.98216,Uncontrolled,0.5,3.12,Significant,Satisfactory,0.1109,523.3,310.4,47.6,96.0,1,37.0,2.0,18.0
19381,SOAD01157,Navaldia,Yes,Flood Risk Reduction,Earth,12.015,0.753,168330.0,0.61464,74.57212,Uncontrolled,0.0,,Low,Not Rated,0.1044,513.3,9.3,,53.0,0,53.0,53.0,11.0
19382,SOAD16445,Lyndrassia,Yes,Irrigation,Earth,5.105,0.253,,3.53615,18.64303,Uncontrolled,0.0,13.16,Significant,Fair,0.1273,732.1,117.4,31.2,56.0,0,56.0,10.0,10.0
19383,SOAD05762,Flumevale,Yes,Water Supply,Earth,7.299,0.163,11800.0,3.70557,34.62277,,2.0,,Low,Satisfactory,0.0715,847.8,6.2,29.8,52.0,0,52.0,3.0,8.0
19384,SOAD10446,Navaldia,Yes,Flood Risk Reduction,Earth,11.745,0.657,,0.89635,50.60251,Uncontrolled,0.2,15.04,High,Satisfactory,0.0434,425.7,444.5,,68.0,1,41.0,4.0,3.0
19385,SOAD04907,Navaldia,Yes,Flood Risk Reduction,Earth,24.847,0.408,193430.0,,,Uncontrolled,0.0,29.56,Low,Not Rated,0.1208,17.1,132.2,,58.0,0,58.0,58.0,11.0
19386,SOAD06742,Navaldia,Yes,Recreation,Concrete,18.333,0.273,,1.54645,1174.51089,,1.0,,High,Fair,0.101,531.6,708.0,3.1,75.0,1,22.0,5.0,75.0
19387,SOAD10920,Lyndrassia,Yes,Tailings,Other,48.299,0.397,295000.0,0.88453,7.98987,Uncontrolled,0.5,3.33,High,Satisfactory,0.084,431.3,694.8,,46.0,1,27.0,2.0,18.0
19388,SOAD19164,Navaldia,Yes,Flood Risk Reduction,Earth,23.226,0.6,333640.0,0.22458,93.21515,,0.0,,Low,Not Rated,0.0999,5.3,21.0,,52.0,0,52.0,52.0,11.0
19389,SOAD02222,Navaldia,Yes,Irrigation,Earth,10.891,2.033,,,,,0.0,,Low,Not Rated,0.1181,43.5,8.0,35.5,60.0,0,60.0,17.0,11.0
19390,SOAD04857,Flumevale,Yes,Water Supply,Earth,25.729,0.811,2325.0,1.24701,29.29619,Uncontrolled,1.0,1.59,High,Satisfactory,0.0884,401.2,471.3,52.6,51.0,0,51.0,3.0,3.0
19391,SOAD06892,Navaldia,Yes,Flood Risk Reduction,Earth,27.688,0.386,258130.0,0.15366,95.87844,Uncontrolled,0.2,,High,Not Rated,0.0933,42.1,596.9,,58.0,0,58.0,9.0,4.0
19392,SOAD01517,Navaldia,Yes,Irrigation,Earth,15.016,1.403,289460.0,0.7328399999999999,82.56199,Uncontrolled,0.0,,Low,Not Rated,0.0977,634.4,9.7,25.7,56.0,0,56.0,49.0,11.0
19393,SOAD04725,Flumevale,Yes,Irrigation,Earth,6.63,0.967,18823.0,2.81316,21.30632,Uncontrolled,1.0,3.09,High,Satisfactory,0.0855,689.2,356.3,20.4,157.0,1,37.0,3.0,3.0
19394,SOAD15216,Flumevale,Yes,Irrigation,Earth,22.393,3.497,66400.0,1.12487,,Uncontrolled,1.0,15.88,High,Satisfactory,0.0701,375.0,319.4,26.1,43.0,0,43.0,3.0,3.0
19395,SOAD00916,Lyndrassia,Yes,Flood Risk Reduction,Earth,13.592,0.64,164900.0,1.56024,141.15437,Uncontrolled,0.3333333333333333,25.29,High,Satisfactory,0.0965,311.4,101.7,,54.0,0,54.0,4.0,18.0
19396,SOAD07383,Navaldia,Yes,Flood Risk Reduction,Earth,12.097,1.75,284400.0,0.44916,63.91896,,0.0,,Low,Not Rated,0.13,334.7,12.6,,67.0,0,67.0,12.0,11.0
19397,SOAD09949,Navaldia,Yes,Recreation,Earth,29.231,0.376,,1.09926,15.97974,,1.0,,High,Fair,0.1056,643.0,566.1,7.8,69.0,0,69.0,5.0,69.0
19398,SOAD15889,Navaldia,Yes,Flood Risk Reduction,Earth,15.139,2.275,321450.0,0.38415,53.2658,Uncontrolled,0.2,1.67,High,Fair,0.0597,569.0,925.7,,60.0,0,60.0,3.0,3.0
19399,SOAD14269,Flumevale,No,Flood Risk Reduction,Earth,16.668,6.3,,,,Controlled,0.16666666666666666,0.0,Low,Not Available,0.0314,10.2,595.7,,57.0,0,57.0,57.0,57.0
19400,SOAD07595,Navaldia,Yes,Flood Risk Reduction,Earth,14.307,1.467,216660.0,0.46492,55.92909,Uncontrolled,0.2,,High,Fair,0.078,446.0,891.1,,60.0,0,60.0,4.0,4.0
